Date,E72119,H89777,F85464,H25081,H90004,F24440,G54244,H90047,H75846,B89546,H87666,H70121,H75906,I83509,F88857,H70826,E20204,F81043,E11600,E90081,H88608,C89731,H89262,E89070,E10382,I65752,H86222,E37381,H75811,I35124,H85414,E78705,E83910,H77369,H90108,E89216,H90495,E37402,I87510,I86122,G82171,E42614,H83683,I75912,G89866,H85789,G82777,D34367,E92583,E87034,D11308,H50702,E86242,H72231,H88290,I79698,E30648,F12758,E87268,I83303,H71175,H41187,H89897,H77120,D84010,E79108,C63132,I89927,G81481,D88660,H89050,G88901,H84767,H83218,E25452,E82651,H90082,I74500,H89995,E88839,F29647,G76360,H78943,C76279,H89994,G77584,H89323,D81084,H80779,H88291,E11825
Y2007M4,-0.081395,0.015206,-0.047131,0.047192,0.041965,-0.000515,0.010743,0.041237,0.040893,0.002117,0.042951,-0.002694,-0.064891,0.094671,0.032353,-0.015297,0.051707,0.011553,0.020153,-0.190937,0.01978,0.01471,-0.057836,0.059361,0.01118,-0.097772,0.014031,-0.019231,-0.071936,0.015379,0.027778,0.005379,0.01585,0.038844,0.019901,0.088722,0.083091,0.114993,-0.058738,0.16036,-0.034034,0.030303,-0.107234,-0.064737,0.032937,0.004908,0.047986,-0.05022,0.159712,-0.052941,0.087292,0.048049,-0.084216,-0.001634,-0.009326,0.053445,0.094681,0.171265,0.019608,-0.037736,0.083587,0.012697,0.028254,0.023844,-0.149989,-0.046961,0.108434,0.058744,0.028243,0.032315,0.054673,0.085256,0.054598,0.066719,0.078544,0.024655,-0.025051,-0.035545,0.061581,0.149378,0.193423,0.041306,-0.009635,0.20613,0.034994,0.003361,-0.098506,-0.017326,0.04157,0.01757,-0.052367
Y2007M5,-0.03038,0.000766,0.152688,0.01486,0.035784,-0.039542,-0.003543,0.021622,0.002296,0.189437,0.003753,-0.032543,0.009861,0.008431,0.043875,0.005845,0.031287,0.054297,0.082008,-0.105191,0.04014,0.063734,0.030693,-0.026746,0.058722,0.138582,-0.012611,-0.193627,0.103349,0.039806,-0.029541,-0.080739,-0.107801,0.026279,0.011228,0.026894,0.033069,0.160574,0.000516,0.60559,0.050457,0.005882,0.018322,0.05121,0.105846,0.019129,0.098892,0.037296,0.184863,0.016859,0.015329,0.035299,0.025989,0.001645,0.057205,0.09235,-0.006803,-0.03132,0.050206,-0.107843,0.06672,-0.057371,-0.01973,0.060836,-0.024096,0.034783,-0.124474,0.077411,0.076043,0.25903,-0.147076,-0.074892,-0.006141,-0.000736,-0.122558,0.014639,0.01875,-0.020276,0.017272,-0.066787,0.093333,0.00369,0.00977,0.047131,0.023454,0.148231,0.028078,-0.04386,-0.013886,0.029928,0.039364
Y2007M6,-0.020888,-0.015673,0.005597,-0.043291,-0.020891,-0.007313,0.004444,-0.040987,-0.077035,0.058615,0.010796,-0.10154,-0.015552,0.02562,-0.024672,-0.032342,0.040284,0.015805,0.059477,-0.048855,-0.021723,-0.170755,-0.037645,-0.035998,-0.02019,0.147487,-0.021896,0.009119,-0.044232,-0.071522,-0.050518,-0.034392,-0.050874,-0.030999,-0.04123,-0.007083,-0.008163,0.075366,-0.134021,0.175048,-0.026915,0.035088,0.006847,0.156852,-0.012415,-0.014776,0.026886,0.017079,0.044503,-0.000584,-0.006416,-0.067326,-0.063051,-0.014851,0.09589,-0.107765,0.091487,-0.010624,0.058654,0.347472,-0.016202,-0.033061,-0.033192,-0.043683,0.15072,-0.123249,0.030437,0.032679,0.029307,0.029849,0.036759,0.004529,-0.072433,-0.027246,0.134615,-0.015589,0.022495,0.00023,-0.033638,0.015474,0.033439,0.07886,-0.072866,-0.027397,-0.044107,-0.036675,-0.145114,0,-0.099399,-0.017745,-0.020393
Y2007M7,-0.049333,-0.091172,0.032468,-0.114512,-0.047155,-0.086221,-0.097345,-0.030604,-0.161854,-0.1717,-0.002304,-0.140658,-0.07024,0.078885,-0.006197,-0.052111,0.009021,-0.000699,-0.046262,-0.08748,-0.070933,-0.166382,-0.087262,-0.083991,0.23567,0.045364,-0.06907,-0.033133,-0.034483,-0.064848,0.00208,-0.060274,0.011725,-0.02546,0.0279,-0.017087,-0.022215,0.05265,0.165952,-0.13251,0.202128,-0.029605,-0.2296,-0.184174,0.152879,-0.04538,-0.082364,-0.08175,0.005012,0.118902,-0.003823,-0.121588,-0.109903,-0.019882,0.015625,-0.148841,-0.101573,-0.04155,-0.013604,-0.086609,-0.06645,-0.037147,-0.04153,-0.160546,-0.097899,-0.121406,0.082783,-0.019458,-0.12147,-0.059746,-0.039595,-0.027265,-0.110411,-0.024224,-0.084608,-0.018531,-0.133333,-0.01023,-0.040278,-0.020952,0.001323,0.064917,-0.006767,-0.070825,-0.079718,-0.107868,-0.094245,0.19266,-0.097724,-0.051004,-0.072119
Y2007M8,-0.060309,0.010775,0.003594,0.059248,0.014599,0.017195,-0.029412,0.008649,0.007432,0.141796,0.016812,0.068823,0.073559,0.280039,-0.023243,-0.002867,-0.019407,0.065929,0.0792,-0.020668,0.014925,-0.078471,0.116483,0.00733,-0.030477,-0.001914,-0.039547,-0.143302,-0.097744,-0.096349,-0.024913,-0.300292,0.074503,0.003664,-0.009712,-0.110998,-0.027397,0.244121,0.480498,-0.129981,0.026549,-0.01374,0.214953,-0.001134,0.089694,0.070236,0.030026,0.112724,-0.119701,-0.057441,0.032048,-0.013867,0.041667,0.011758,-0.019077,0.056378,-0.010005,-0.019136,0.061372,-0.125,0.006996,-0.067076,0.019146,0.084689,-0.056492,-0.167273,0.036253,0.102205,0.135651,0.049347,-0.008155,-0.037078,0.083595,-0.002715,0.066863,0.056814,-0.033077,0.071059,0.029361,-0.105058,0.009514,-0.1992,-0.031179,-0.180598,0.026719,0.070386,0.035821,-0.069231,0.081865,0.01156,0.032051
Y2007M9,0.014925,0.017121,0.12265,-0.0692,0.03554,-0.018387,-0.111121,0.042248,-0.071311,0.015376,0.089983,-0.018231,-0.073704,-0.042079,-0.015786,0.005013,0.070998,0.095522,0.058405,0.17692,0.011553,-0.208566,-0.039565,0.033959,0.135824,0.167093,0.043122,0.12,-0.047662,-0.119292,0.149042,0.033333,-0.054854,-0.020261,0.007326,-0.039208,0.046891,0.157082,-0.096552,0.244275,-0.051724,0.039433,-0.040913,-0.010789,0.123628,-0.019208,-0.023359,0.081739,-0.384136,-0.060328,0.074935,0.029342,0.100317,0.010892,0.053952,0.106287,-0.04952,0.06003,0.073776,0.020408,0,0.035288,-0.015061,0.02456,0.148897,-0.074236,0.118808,0.21911,-0.066974,0.123671,0.040234,-0.06907,0.039537,0.046286,-0.021198,0.086893,-0.021652,0.060271,0.030705,-0.021739,0.057547,0.092907,0.00761,0.107294,0.016526,0.014167,0.013174,-0.099174,-0.015805,0.007334,-0.045031
Y2007M10,0.026471,-0.034195,0.174641,-0.089704,0.001538,0.167372,0.022625,0.042293,-0.078111,0.079208,0.109628,0.03951,-0.057971,0.079308,0.004751,-0.030607,-0.011049,0.066211,-0.003842,-0.064479,0.010819,0.002353,0.048404,-0.141993,-0.21114,0.175676,-0.058056,-0.100649,0.096916,-0.178045,0.072819,0.459677,-0.005543,0.016535,0.055369,-0.050119,0.067774,-0.009434,0.061069,0.216477,0.047273,0.031122,-0.087562,0.096441,0.107728,-0.001646,-0.033604,0.005024,0.066237,0.056213,0.074648,-0.020288,-0.079919,0.00145,0.080357,-0.104661,-0.125333,0.136857,0.106144,-0.1,-0.043114,0.068632,-0.016605,0.049721,-0.0672,0.042453,0.230031,0.088031,-0.055254,0.347657,0.000627,0.067793,0.071473,0.024164,0.069524,0.150329,-0.037295,0.062645,0.020511,0.066667,0.088889,0.099634,-0.010844,0.407637,-0.014455,0.142594,-0.097064,-0.220183,-0.021168,-0.000148,0.017073
Y2007M11,-0.054441,-0.027278,0.016293,-0.01928,-0.050405,-0.070496,-0.072119,-0.030845,-0.040642,-0.026444,-0.08025,-0.207576,-0.05,0.049724,-0.062063,-0.020793,-0.048904,0.058746,0.03134,-0.382545,-0.062552,-0.305164,-0.026523,-0.068499,-0.171227,-0.071761,-0.053973,-0.126354,-0.017068,0.135548,0.007022,-0.024862,-0.147541,0.004533,-0.013657,-0.025288,-0.046674,0.064112,-0.079137,-0.221182,0.423611,-0.012778,-0.09252,-0.125654,0.029824,0.008244,-0.112708,-0.076336,-0.150129,-0.052101,0.01101,-0.079948,-0.059711,0.010445,-0.122865,-0.137443,-0.042073,-0.071011,-0.135427,-0.233333,0.064267,0.011207,-0.047946,-0.054616,0.021318,-0.199095,-0.074755,0.066537,-0.251697,-0.078476,-0.06864,0.039905,-0.047605,-0.0069,-0.002671,0.01377,0.045551,-0.093333,0.003669,-0.116667,-0.101124,-0.0399,-0.027662,-0.115293,-0.071333,-0.180742,-0.143631,-0.011765,-0.09851,-0.044178,-0.009592
Y2007M12,0.015152,0.000621,-0.128925,-0.035168,-0.01566,0.019382,-0.035928,0.027506,-0.071746,0.087029,0.051899,-0.125366,-0.004049,0.081404,-0.015684,-0.045211,-0.045394,0.042544,0.053413,0.036988,-0.009954,0.13388,0.004141,0.021937,-0.009851,0.22423,-0.016667,-0.020661,-0.046987,0.004681,0.076119,-0.277592,-0.078846,0.033417,0.073906,0.139529,0.098746,0.129229,-0.023359,0.050879,-0.201222,0.03102,-0.098576,0.068862,0.058675,-0.026165,-0.063628,0,-0.070051,0.228132,-0.011755,-0.140458,-0.021725,-0.009881,-0.031403,-0.070408,-0.022364,0.055755,0.068449,0,-0.042271,-0.016415,0.011669,-0.026329,-0.110365,0.028249,0.033732,-0.043919,-0.095604,-0.030676,-0.059062,-0.009593,0.04296,-0.03999,0.070536,0.013198,-0.073697,0.002451,-0.023522,0.080189,0.023013,-0.015584,0.029813,-0.163664,-0.047669,-0.065421,-0.16192,0.154762,-0.047352,-0.042481,-0.033091
Y2008M1,-0.029851,0.045397,-0.069785,0.000689,-0.047296,-0.089212,0.011192,-0.052757,0.026104,-0.106578,-0.115302,0.074177,-0.083333,-0.102693,-0.005161,0.091404,-0.047319,-0.006207,-0.082408,-0.204459,-0.038444,0.157831,0.05567,0.181255,-0.169938,-0.178513,0.031024,0.029536,0.057878,0.277257,0.084158,-0.062782,0.169102,0.077813,-0.000532,0.014222,-0.035373,-0.110188,-0.144068,-0.151408,-0.075722,-0.004329,-0.021264,-0.078431,-0.148906,0.036425,0.014332,0.029361,-0.113537,-0.103332,-0.038618,-0.102089,-0.072429,0.033102,-0.089155,-0.155467,-0.022876,-0.019165,-0.084771,-0.042029,-0.046028,-0.013175,0.066188,-0.031679,0.169094,-0.137363,-0.166053,-0.205499,0.080633,-0.273752,0.101111,-0.002537,-0.03531,-0.039246,-0.10278,-0.275326,0.098901,0.041565,-0.052458,-0.039301,-0.123301,0.046614,0.033266,-0.174152,-0.013673,0.267879,0.222152,0.134021,0.063529,-0.02054,-0.141903
Y2008M2,-0.046154,-0.082931,-0.184666,-0.168044,-0.039051,-0.007185,-0.017211,-0.08103,-0.262626,0.278539,-0.026962,-0.110521,-0.108296,0.148074,0.00655,-0.031608,0.013213,-0.057143,-0.05495,0.015212,-0.028018,-0.097815,-0.016601,-0.036473,0.226433,0.014642,-0.013864,-0.057377,-0.107396,-0.20078,0.049721,-0.062762,-0.132143,0.076564,-0.051,-0.02417,0.037331,-0.079731,-0.084112,-0.042531,0.07367,-0.1,0.060211,-0.069301,0.187255,-0.081324,-0.007096,-0.051805,-0.336823,0.013463,-0.009153,-0.050657,0.007016,-0.030186,0.1271,0.275118,0.046154,0.088724,0.073533,0.951588,0.01282,0.013351,-0.055916,-0.052345,-0.280738,0.050955,-0.124961,0.327639,-0.042128,0.016817,-0.069269,0.01659,-0.064029,0.018422,0.056338,0.040314,-0.16,0.016746,-0.021588,0.043182,0.039036,-0.118487,-0.075047,0.128746,-0.090121,0.091609,-0.262558,0.236364,-0.028998,-0.036988,0.013619
Y2008M3,-0.032258,-0.010278,0.105157,-0.013797,-0.004294,-0.040037,0.009375,-0.013055,-0.244039,-0.025446,-0.025105,0.013142,-0.120334,0.11874,-0.025325,0.01669,-0.021344,-0.02029,-0.010118,0.062303,-0.006775,0.004074,-0.02495,0.034135,0.023772,-0.104624,-0.056495,0.052174,-0.005015,-0.019236,-0.236346,-0.075893,0.010288,0.04996,-0.100383,-0.032875,-0.034236,0.016525,-0.099184,-0.073673,-0.050462,0.021256,-0.056213,0.043762,0.05791,0.039591,0.041153,0.036274,0.203791,-0.040648,0.047725,-0.013748,0.021636,0.000175,0.02722,0.022739,0.042839,0.016861,0.016191,-0.073643,-0.039284,0.062778,0.028921,0.011795,-0.293457,-0.018182,-0.002164,-0.125371,0.028327,-0.214364,0.038586,-0.064881,0.018518,0.017696,-0.032,-0.065593,0.032857,-0.011765,-0.046085,0.089325,-0.058089,-0.065777,0.021498,-0.155359,-0.025545,-0.014758,0.198736,0.080882,0.035372,-0.009166,0.047985
Y2008M4,0.008333,0.071284,-0.024703,-0.009977,0.042776,0.059913,-0.01548,0.064629,0.37206,0.140632,0.041631,0.054835,-0.033953,-0.099099,0.057961,0.052867,0.014622,-0.08065,0.006995,-0.012621,0.040321,-0.028986,-0.005118,-0.047521,-0.054437,0.089011,0.166019,0.004132,0.263218,-0.033589,0.093995,0.033816,0.505092,0.004812,0.105806,0.11688,0.113856,-0.254529,0.053353,0.175439,-0.032728,0.011589,-0.181191,0.090738,-0.031598,0.037565,0.158343,0.07325,0.012598,-0.078677,-0.032857,0.03239,-0.061737,0.026362,0.044795,0.185109,0.068923,0.05527,0.041513,0.025105,0.057928,0.032677,0.020399,-0.032037,-0.114843,-0.04321,0.177449,0.170502,0.145343,0.250407,0.049166,0.004444,0.132765,-0.001932,0.063138,0.103411,-0.059097,-0.090476,0.01455,-0.016,0.08153,0.020408,0.02113,0.170547,0.059353,0.091661,-0.191402,0.665306,0.110613,0.044838,-0.184982
Y2008M5,0.090909,0.01939,0.046904,0.070544,-0.005746,0.026308,0.006289,0.044273,-0.006753,0.098394,-0.031923,0.075645,-0.234085,-0.061562,-0.071159,-0.000267,0.119443,-0.01162,0.042964,-0.230075,0.032299,-0.086567,0.030864,-0.018339,0.061664,0.077699,-0.010364,0.057613,-0.076433,0.023476,0.062649,-0.016355,0.14885,0.073653,0.029431,0.113085,0.056055,0.066355,0.010861,0.021891,0.051256,0.057985,-0.002297,0.077453,0.018382,-0.014981,0.117719,-0.035194,-0.124417,-0.023536,-0.027348,0.088959,0.004603,0.006885,-0.019928,-0.049302,-0.014968,0.080512,0.10956,-0.106122,0.037484,0.082759,0.009129,-0.037234,0.305128,-0.032258,-0.027931,-0.059297,0.167722,-0.061762,-0.024135,-0.031158,-0.00695,0.003097,-0.0131,0.000976,-0.008902,-0.045455,0.022592,-0.02439,-0.036732,-0.03,0.018313,0.198906,-0.046745,-0.056608,-0.238165,0.348039,-0.009739,0.013639,0.01236
Y2008M6,-0.030303,-0.031741,0.092294,-0.292899,-0.095104,-0.054844,-0.2125,-0.041755,-0.3091,0.114442,-0.12181,-0.160362,-0.281385,0.13986,-0.004,-0.008322,-0.155969,-0.115416,-0.091145,-0.118164,-0.107656,-0.266843,-0.078411,-0.065247,-0.173991,0.071161,-0.062,0.042802,-0.133005,-0.20703,-0.098259,-0.011877,-0.024735,0.166564,-0.006035,-0.097089,0.065995,-0.030091,0.075147,0.386563,-0.0623,-0.174807,-0.269915,-0.112354,-0.184567,-0.251796,-0.190642,-0.113208,-0.097691,-0.101179,-0.085575,-0.138175,-0.05651,-0.015464,-0.12939,-0.049105,-0.138516,0.028203,-0.082756,-0.251142,-0.150747,-0.062547,-0.021755,-0.132904,0.055796,-0.146667,-0.275024,-0.211648,-0.114092,-0.06273,-0.072798,-0.081311,-0.05906,-0.066592,-0.017611,0.04844,-0.026946,0.072829,-0.045467,-0.03125,-0.009391,-0.56701,-0.057021,-0.04355,-0.170591,-0.002182,-0.175908,-0.233333,-0.115683,-0.10172,0.08768
Y2008M7,0.015625,-0.038889,0.059885,0.120562,-0.001787,0.04281,0.039683,-0.066029,-0.312642,-0.158136,-0.045665,0.04632,0.291872,0.039439,0.019904,-0.026122,-0.07864,0.064208,0.09375,0.10299,0.028966,0.000901,0.088398,0.012638,-0.008712,0.063811,-0.069846,-0.007463,-0.002273,-0.045455,-0.028369,0.072115,0.114734,-0.15368,-0.12193,-0.147463,-0.149543,0.158735,-0.138947,-0.133427,-0.077002,0.186127,-0.258475,0.161968,0.134477,0.217839,0.085922,0.250827,0,0.232735,-0.009234,-0.203976,0.150546,-0.010702,-0.070064,0.175676,0.084469,0.073146,0.215758,0.378049,0.185086,0.000404,-0.000561,-0.011412,0.268701,0.382813,0.193815,-0.015072,0.14714,0.132953,-0.054379,0.016578,0.060818,-0.005465,-0.022858,0.053333,-0.006154,-0.279373,0.060652,0.070968,0.089917,0.2,-0.009723,-0.021249,0.076033,0.130986,0.248535,0.217391,0.141937,0.004209,-0.045918
Y2008M8,-0.010769,0.005137,0.030186,-0.021936,0.016294,0.029951,0.022901,-0.015558,-0.319123,0.010912,-0.009467,0.084112,-0.011439,0.031478,-0.051144,-0.030056,0.04,0.071042,-0.026335,0.121486,0.037198,0.030137,0.04264,0.050501,0.079724,0.043824,-0.012375,-0.056391,-0.129841,0.002778,-0.007299,0.008969,0.327194,-0.028834,-0.045377,0.064856,-0.009171,0.002339,-0.207824,0.402755,0.154013,0.073832,-0.087143,0.036655,-0.086341,0.080751,0.067715,-0.01063,0.059055,0.040336,0.011068,0.108578,-0.018336,-0.001961,-0.008371,0.084154,0.048995,0.030149,0.012382,-0.114956,0.051738,0.081649,-0.033123,0.075036,0.11059,0.327684,-0.031558,0.115103,0.022933,-0.075542,0.007795,0.046642,0.043095,-0.032122,-0.023299,0.004563,-0.074819,0.007246,0.018824,-0.080321,-0.002899,0.021825,0.008545,0.164378,-0.001223,0.008937,0.104225,-0.24026,0.053153,0.058856,-0.028877
Y2008M9,-0.346812,-0.135552,-0.117956,0.190815,-0.068411,-0.08368,-0.104478,-0.171883,-0.534884,-0.326523,-0.078186,-0.078736,0.246866,-0.015804,-0.113404,-0.176179,-0.190904,-0.049755,-0.040954,-0.050134,-0.06619,0.079787,0.007828,-0.108164,-0.103779,-0.052217,-0.228425,-0.183267,0.153832,0.176098,-0.064171,-0.46,-0.350204,-0.039287,-0.275448,-0.040221,-0.235717,-0.2111,-0.256173,-0.233391,-0.213985,-0.098192,0.388013,-0.083665,-0.093967,0.231538,-0.095425,-0.045664,-0.332714,-0.100811,0.022854,-0.050378,0.022629,-0.097127,-0.171143,-0.141234,-0.049102,-0.147566,-0.27929,-0.20008,-0.0122,0.100567,-0.130373,-0.129195,0.082673,-0.404255,-0.097847,-0.2321,-0.052138,-0.190371,-0.193328,-0.128564,0.051899,-0.081659,0.05916,-0.147546,-0.18126,-0.114815,-0.060485,0.015284,-0.082474,-0.126214,-0.179974,-0.273212,-0.030404,0.069517,0.136224,-0.358974,-0.162048,-0.08587,0.038546
Y2008M10,-0.190476,-0.088471,-0.570698,-0.158585,-0.162343,-0.104679,-0.25,-0.16201,-0.584615,-0.241557,-0.335878,-0.433562,-0.164706,-0.19366,-0.030695,-0.119573,-0.449007,-0.27405,-0.19073,-0.197926,-0.202022,-0.512315,0.004854,-0.280824,-0.175478,-0.231174,-0.097748,0.160976,-0.28032,-0.308136,0.033457,-0.135803,-0.120603,-0.002015,-0.101333,-0.159722,-0.235769,-0.095989,-0.232365,-0.669179,-0.248976,-0.180695,-0.340909,-0.294022,-0.325869,-0.13722,-0.217278,-0.030358,-0.395571,-0.103697,-0.166793,-0.328912,-0.235335,-0.0516,-0.184259,-0.188713,-0.106195,-0.359595,-0.294267,-0.26875,-0.369522,-0.085538,-0.11172,-0.381507,-0.074408,-0.464286,-0.154523,-0.207977,0.045655,-0.169794,-0.132028,0.104938,-0.382044,-0.126486,-0.271403,-0.247164,0.032016,-0.133891,-0.130612,-0.333333,-0.164218,-0.457778,-0.000267,-0.358639,-0.217156,-0.229204,-0.010558,-0.28,-0.310304,-0.168932,-0.179215
Y2008M11,-0.264706,-0.031028,-0.005952,-0.182675,-0.0665,-0.02967,0.011111,-0.133405,0.25,-0.222641,-0.128086,-0.430556,-0.267606,-0.058541,-0.063333,-0.05947,-0.082468,0.172372,-0.14154,0.044653,-0.126911,-0.125424,0.026087,-0.196209,0.190008,0.016204,-0.280964,0.142857,-0.128776,0.176874,0.033813,-0.190476,-0.237129,-0.359225,-0.076981,-0.228833,-0.20289,0.158909,-0.524378,-0.330296,-0.142081,-0.085942,-0.107759,-0.110085,-0.089161,-0.083642,-0.034858,-0.014583,-0.111295,-0.073105,0.072401,-0.599209,-0.101843,-0.02293,-0.116913,-0.165217,-0.203678,0.007982,-0.286542,0.367521,-0.053968,0.036063,-0.151225,0.070352,-0.199526,-0.146667,-0.168153,-0.239045,0.112309,0.023066,0.026126,-0.14183,-0.363061,-0.093087,0.0425,-0.058676,-0.178218,-0.061881,-0.077251,-0.345161,-0.317821,0.07377,-0.08629,-0.376327,-0.161954,-0.283979,0.004573,-0.027778,-0.165053,-0.089711,-0.24031
Y2008M12,-0.176,0.012237,-0.185629,-0.1051,0.014662,-0.026803,-0.226374,0.003,0.651852,-0.016505,0.146112,0.567073,0.489744,-0.185266,0.087722,-0.109607,0.163293,-0.020855,0.084739,-0.00225,0.069701,0.255814,0,0.083065,0.035702,-0.018427,0.148561,-0.180147,0.133212,0.211907,0.139179,-0.258824,-0.140465,-0.02269,-0.02,0.294881,0.089609,-0.018513,-0.17036,0.105442,0.050955,0.120797,-0.118049,0.094291,0.119002,0.060252,0.064143,0.054545,-0.087326,0.1733,-0.034137,0.655555,0.087737,0.072648,0.052911,0.160807,0.084821,0.144231,0.259734,-0.1875,0.248322,-0.188119,-0.010507,0.0848,0.127428,-0.265625,-0.001196,0.022776,-0.014188,-0.071246,-0.06413,0.006329,0.380759,0.116748,-0.05036,-0.111084,-0.010442,0.050132,0.074329,0.305419,0.050837,0.001527,0.127515,0.003927,0.020295,0.156946,0.038274,0.285714,0.291513,0.061982,-0.115646
Y2009M1,0,0.121156,-0.323529,-0.160705,-0.11103,-0.028898,0.079545,0.11614,-0.529148,-0.155972,-0.130078,-0.18677,-0.073427,-0.08214,-0.023967,0.281683,0.010441,-0.057508,-0.047096,-0.243517,-0.110403,-0.084877,-0.06686,-0.099456,-0.215768,-0.287004,0.204194,-0.143453,-0.114332,-0.244029,-0.045999,0.531746,-0.14597,0.199384,0.0451,-0.226583,0.065046,-0.15633,0.465753,-0.046154,0.424242,-0.145556,-0.004425,-0.288538,-0.009434,-0.190925,-0.06435,-0.17903,-0.048295,-0.129452,-0.056329,-0.405369,-0.27783,0.092516,-0.102767,-0.205833,-0.178601,-0.004943,-0.190909,0.077077,-0.234677,-0.020777,0.162818,0.01741,-0.322138,-0.297872,0.134132,-0.118067,0.024466,-0.125101,0.31422,0.147964,-0.016573,-0.14617,0.008462,-0.013097,-0.176948,-0.045226,-0.017068,-0.030189,-0.001464,-0.157774,0.201741,-0.3103,-0.235998,-0.02154,-0.620766,0.111111,-0.14449,-0.089943,0.078846
Y2009M2,-0.150485,0.002494,-0.23913,-0.09904,-0.135556,-0.111831,-0.057895,-0.232976,0.333333,-0.122807,-0.212236,-0.20938,0.093396,-0.108998,-0.032515,-0.007782,-0.122847,0.00452,-0.14084,-0.050671,-0.127818,-0.156197,-0.016615,-0.037912,-0.095645,-0.335696,-0.164946,-0.109994,-0.187273,0.060897,-0.081902,0.036373,-0.362245,-0.442009,-0.222781,-0.147004,-0.077113,-0.190224,-0.186916,-0.058064,-0.038298,-0.226593,-0.057778,-0.095556,0.168831,-0.014286,-0.107122,-0.155697,-0.164179,-0.07862,-0.043773,-0.24605,-0.385171,-0.010153,0.001468,-0.286017,-0.151303,-0.213033,-0.000899,-0.000286,-0.281073,-0.345941,-0.016188,-0.17754,-0.13701,-0.242424,-0.324446,-0.047165,-0.091079,-0.029782,-0.019574,-0.062572,-0.326593,-0.113076,-0.019069,-0.026265,0.161736,-0.038054,-0.117988,0,-0.043499,-0.290498,0.059251,0.31569,-0.168857,0.121986,-0.328155,-6.7e-05,-0.159449,-0.062516,0.051693
Y2009M3,0.028571,0.033445,-0.185714,0.223184,0.082422,0.086679,0.117318,0.099395,1.007143,0.2,0.147078,-0.396186,0.224331,0.354132,0.093805,0.029842,0.119363,0.053096,0.163495,0.00314,0.091104,0.144869,-0.065817,0.042262,0.180468,-0.106707,0.050662,0.094118,0.113688,0.153647,0.033813,-0.080092,0.024,-0.005547,0.037077,-0.016579,0.05381,0.161909,0.149425,0.554794,0.133556,-0.01219,0.249406,0.226044,0.057037,0.130435,0.015691,0.035486,0.107143,0.027027,0.085924,0.163934,0.434365,0.005458,0.183284,0.089021,-0.142857,-0.112102,0.014732,-0.278468,0.227898,-0.009373,0.009423,0.095254,0.116326,0.22,0.143082,0.37,0.147604,0.223451,-0.033403,-0.076415,-0.069069,0.084758,0.004406,0.04912,-0.207131,-0.067206,0.058809,0.159533,0.032202,0.428571,-0.090785,0.181035,0.14635,0.345554,0.21156,6.7e-05,0.159836,0.092948,-0.167797
Y2009M4,-0.222222,0.039935,0.204678,0.145822,0.110159,0.094249,0.1625,0.160946,0.199288,0.108889,0.300112,1.207018,0.177016,0.109135,0.072807,0.064023,0.367891,0.039429,0.065922,-0.017214,0.197864,0.358524,0.061364,0.205206,0.17499,0.226109,0.164423,-0.107527,0.101626,0.059223,0.01442,0.406196,0.713867,0.113692,0.118085,0.280834,0.10026,0.318969,0.27,0.270925,0.493825,0.159574,0.262357,0.117234,0.189909,0.115643,0.32121,0.116011,0.16129,0.205215,-0.020478,1.183099,0.209077,0.066406,0.266419,0.227066,0.355556,0.197991,0.14254,0.128713,0.3132,0.131004,0.010147,0.048984,0.06932,0.836066,0.191197,0.128467,-0.049607,0.209288,0.105802,0.137215,0.002198,0.065003,0.094364,0.195399,0.008565,0.018072,0.008582,-0.026846,0.075377,0.071429,0.050378,0.16545,0.192441,0.176636,0.550481,0.246667,0.378597,0.131639,-0.052953
Y2009M5,-0.007143,0.050513,0.213592,0.033365,0.071029,0.004279,0.206452,-0.035887,-0.080119,0.488978,0.149681,0.203554,0.328684,-0.084913,0.055815,0.038828,0.029883,0.033355,0.022362,0.238853,0.036368,-0.064683,0.006424,0.01273,-0.006489,-0.01531,0.204749,0.006024,0.169742,-0.187322,-0.00924,-0.087887,0.135043,0.317321,0.1625,-0.05428,0.261538,-0.109618,0.07874,-0.051993,0.052632,-0.119266,-0.034639,0.038565,-0.10424,-0.043441,-0.109425,0.12962,0.305556,-0.027595,0.141928,-0.260645,-0.165637,0.027675,0.10274,0.136195,-0.052254,0.153148,-0.050233,-0.280702,0.047124,0.129987,0.076663,0.028474,0.109159,0.232143,0.101905,0.324386,0.057393,0.056701,0.033207,0.067665,-0.015899,0.117756,0.172455,-0.019244,0.269639,0.035503,0.063342,0.17931,0.070093,0.666667,0.034217,0.181628,0.095089,-0.042548,0.20155,-0.26738,-0.080045,0.000225,0.135484
